"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Mahmoudi S.; Asghari O.; Boisvert J.","Mahmoudi, Shahin (57556658500); Asghari, Omid (26422741600); Boisvert, Jeff (23097007300)","57556658500; 26422741600; 23097007300","Addressing class imbalance in micro-CT image segmentation: A modified U-Net model with pixel-level class weighting","2025","Computers and Geosciences","196","","105853","","","","0","10.1016/j.cageo.2025.105853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214961501&doi=10.1016%2fj.cageo.2025.105853&partnerID=40&md5=e044e3d60d51978859b1d585e92f3979","Article","Final","","Scopus","2-s2.0-85214961501"
"E B.; Elumalai V.K.; Sandhiya D.; Swarna Priya R.M.; Shantharajah S.P.","E, Balaji (57217246684); Elumalai, Vinodh Kumar (57191751742); Sandhiya, Dhanasekaran (56405617200); Swarna Priya, R.M. (55808654600); Shantharajah, S.P. (24725519400)","57217246684; 57191751742; 56405617200; 55808654600; 24725519400","Parkinson's disease detection and stage classification: quantitative gait evaluation through variational mode decomposition and DCNN architecture","2024","Connection Science","36","1","2383894","","","","0","10.1080/09540091.2024.2383894","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201206154&doi=10.1080%2f09540091.2024.2383894&partnerID=40&md5=ab185ec3f18c82b5eb02ec5c93503e57","Article","Final","","Scopus","2-s2.0-85201206154"
"Noor A.; Zhao Y.; Koubaa A.; Wu L.; Khan R.; Abdalla F.Y.O.","Noor, Alam (57208387497); Zhao, Yaqin (50362452500); Koubaa, Anis (15923354900); Wu, Longwen (57188867456); Khan, Rahim (57215675612); Abdalla, Fakheraldin Y.O. (57202984607)","57208387497; 50362452500; 15923354900; 57188867456; 57215675612; 57202984607","Automated sheep facial expression classification using deep transfer learning","2020","Computers and Electronics in Agriculture","175","","105528","","","","63","10.1016/j.compag.2020.105528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086005764&doi=10.1016%2fj.compag.2020.105528&partnerID=40&md5=4688bf040b02012290a609bdf6124bba","Article","Final","","Scopus","2-s2.0-85086005764"
"Wang X.-Y.; Li H.-S.; Lü L.-J.; Han D.-F.; Wang Z.-Q.","Wang, Xiang-Yu (59292188800); Li, Hai-Sheng (57223347922); Lü, Li-Jun (57223342984); Han, Dan-Feng (56937501300); Wang, Zi-Qiang (57223339754)","59292188800; 57223347922; 57223342984; 56937501300; 57223339754","Segmentation of Cucumber Target Leaf Spot Based on U-Net and Visible Spectral Images; [基于U-net和可见光谱图像的黄瓜褐斑病分割]","2021","Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis","41","5","","1499","1504","5","8","10.3964/j.issn.1000-0593(2021)05-1499-06","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105619959&doi=10.3964%2fj.issn.1000-0593%282021%2905-1499-06&partnerID=40&md5=e5ab6b6cbe0548a741a5a491e80db162","Article","Final","","Scopus","2-s2.0-85105619959"
"Alharbi F.; Elbashir M.K.; Mohammed M.; Mustafa M.E.","Alharbi, Fadi (57985277000); Elbashir, Murtada K. (36702592300); Mohammed, Mohanad (57204861122); Mustafa, Mohamed Elhafiz (58252999600)","57985277000; 36702592300; 57204861122; 58252999600","Fine-Tuning Pre-Trained Convolutional Neural Networks for Women Common Cancer Classification using RNA-Seq Gene Expression","2020","International Journal of Advanced Computer Science and Applications","11","11","","676","683","7","3","10.14569/IJACSA.2020.0111182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097566036&doi=10.14569%2fIJACSA.2020.0111182&partnerID=40&md5=09c4c4e9743926b2066d13a49847e970","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85097566036"
"Tian X.; Chen L.; Zhang X.; Chen E.","Tian, Xiaomin (57189868891); Chen, Long (58636154200); Zhang, Xiaoli (36618325400); Chen, Erxue (8719488800)","57189868891; 58636154200; 36618325400; 8719488800","Improved prototypical network model for forest species classification in complex stand","2020","Remote Sensing","12","22","3839","1","23","22","12","10.3390/rs12223839","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096491765&doi=10.3390%2frs12223839&partnerID=40&md5=ef1ee4c29438dab58b763ea7733563d8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85096491765"
"Prashanthi B.; Krishna A.V.P.; Rao C.M.","Prashanthi, Bh. (57217959752); Krishna, A. V. Praveen (57209506539); Rao, Ch. Mallikarjuna (57189302684)","57217959752; 57209506539; 57189302684","LEViT- Leaf Disease identification and classification using an enhanced Vision transformers(ViT) model","2024","Multimedia Tools and Applications","","","","","","","1","10.1007/s11042-024-19866-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200958530&doi=10.1007%2fs11042-024-19866-6&partnerID=40&md5=b605d950b8cd0b397fe2ed367eb18211","Article","Article in press","","Scopus","2-s2.0-85200958530"
"Kuchibhotla S.; Voonna C.; Penki R.P.; Pappala G.S.K.; Aruna S.; Vankayalapati H.D.","Kuchibhotla, Swarna (55899331200); Voonna, Chaitanya (58093055600); Penki, Ram Prasad (58093168900); Pappala, Gyan Sai Kumar (58093169000); Aruna, S. (59411318500); Vankayalapati, Hima Deepthi (57216650104)","55899331200; 58093055600; 58093168900; 58093169000; 59411318500; 57216650104","Analysis of Facial Emotion Recognition for Image and Video Data using Convolution Neural Networks","2022","6th International Conference on Electronics, Communication and Aerospace Technology, ICECA 2022 - Proceedings","","","","1336","1340","4","3","10.1109/ICECA55336.2022.10009281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147508959&doi=10.1109%2fICECA55336.2022.10009281&partnerID=40&md5=26f3c6c6e6a46d5498f1dc57585fa1df","Conference paper","Final","","Scopus","2-s2.0-85147508959"
"Jobi Ullah M.I.; Mullick I.U.; Faisal K.A.; Mahmud M.S.; Mridha M.F.","Jobi Ullah, Md. Ismail (59548422500); Mullick, Iftekhar Uddin (59547654500); Faisal, Khan Atik (59547090400); Mahmud, Md. Shahriar (58931047900); Mridha, M.F. (36761314400)","59548422500; 59547654500; 59547090400; 58931047900; 36761314400","Hybrid Deep Learning Architecture with Attention Mechanisms for Enhanced Plant Leaf Disease Detection and Classification","2024","2024 International Conference on Decision Aid Sciences and Applications, DASA 2024","","","","","","","0","10.1109/DASA63652.2024.10836402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217240787&doi=10.1109%2fDASA63652.2024.10836402&partnerID=40&md5=7b786084955d251e46f5eced38ff93b8","Conference paper","Final","","Scopus","2-s2.0-85217240787"
"Wassan S.; Dongyan H.; Suhail B.; Jhanjhi N.Z.; Xiao G.; Ahmed S.; Murugesan R.K.","Wassan, Sobia (57215079419); Dongyan, Hu (57705496500); Suhail, Beenish (57457696600); Jhanjhi, N.Z. (36088700700); Xiao, Guanghua (58917465700); Ahmed, Suhail (58918108200); Murugesan, Raja Kumar (57198406478)","57215079419; 57705496500; 57457696600; 36088700700; 58917465700; 58918108200; 57198406478","Deep convolutional neural network and IoT technology for healthcare","2024","Digital Health","10","","","","","","7","10.1177/20552076231220123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186626518&doi=10.1177%2f20552076231220123&partnerID=40&md5=7c7e1ac83c1eca2dd8819851c8d8aded","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85186626518"
"Nilsen G.K.; Munthe-Kaas A.Z.; Skaug H.J.; Brun M.","Nilsen, Geir K. (57219542742); Munthe-Kaas, Antonella Z. (35183705800); Skaug, Hans J. (6603431459); Brun, Morten (8671101800)","57219542742; 35183705800; 6603431459; 8671101800","Epistemic uncertainty quantification in deep learning classification by the Delta method","2022","Neural Networks","145","","","164","176","12","14","10.1016/j.neunet.2021.10.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118593843&doi=10.1016%2fj.neunet.2021.10.014&partnerID=40&md5=7c7df465c5044fa6eeb442843b82ce14","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85118593843"
"Liu S.; Chang R.; Li B.; Wei Y.; Wang H.; Jia N.","Liu, Shifeng (58972535900); Chang, Rui (58971683300); Li, Bin (55698698800); Wei, Yong (36009975700); Wang, Haifeng (57227984700); Jia, Nan (58972103900)","58972535900; 58971683300; 55698698800; 36009975700; 57227984700; 58972103900","Individual Identification of Cattle Based on RGB-D Images; [基于脸部RGB - D图像的牛只个体识别方法]","2023","Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","54","","","260","266","6","1","10.6041/j.issn.1000-1298.2023.S1.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189503306&doi=10.6041%2fj.issn.1000-1298.2023.S1.028&partnerID=40&md5=fc905eb2415174895dcb68c649aaa636","Article","Final","","Scopus","2-s2.0-85189503306"
"Vinay K.; Shashanka; Kodipalli A.; Swetha P.; Kumaraswamy S.","Vinay, K. (58674431000); Shashanka (59255999400); Kodipalli, Ashwini (57203964287); Swetha, P. (57200816644); Kumaraswamy, S. (57208693129)","58674431000; 59255999400; 57203964287; 57200816644; 57208693129","Analysis of Prediction of Pneumonia from Chest X-ray images using CNN and Transfer Learning","2024","2024 5th International Conference for Emerging Technology, INCET 2024","","","","","","","0","10.1109/INCET61516.2024.10593128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200981251&doi=10.1109%2fINCET61516.2024.10593128&partnerID=40&md5=e78e5dd1bd489a290e1f5b4b88de3fb8","Conference paper","Final","","Scopus","2-s2.0-85200981251"
"Yao F.; Li Z.; Wang L.; Cheng X.; Zhang J.","Yao, Fazhan (57219572991); Li, Zhi (56980660400); Wang, Lihui (57141686200); Cheng, Xinyu (57199778518); Zhang, Jian (57196383914)","57219572991; 56980660400; 57141686200; 57199778518; 57196383914","Deep iterative fusion network on skull removal of brain magnetic resonance images; [深度迭代融合的脑部磁共振图像颅骨去除网络]","2020","Journal of Image and Graphics","25","10","","2171","2181","10","0","10.11834/jig.200218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093959685&doi=10.11834%2fjig.200218&partnerID=40&md5=f4b62212cd1c99165ac7f5f4726ab4e7","Article","Final","","Scopus","2-s2.0-85093959685"
"Weiser P.J.; Langs G.; Motyka S.; Bogner W.; Courvoisier S.; Hoffmann M.; Klauser A.; Andronesi O.C.","Weiser, Paul J. (58259522100); Langs, Georg (56954737000); Motyka, Stanislav (57193443052); Bogner, Wolfgang (26025582100); Courvoisier, Sébastien (56151991600); Hoffmann, Malte (56457355400); Klauser, Antoine (35264309600); Andronesi, Ovidiu C. (6506599452)","58259522100; 56954737000; 57193443052; 26025582100; 56151991600; 56457355400; 35264309600; 6506599452","WALINET: A water and lipid identification convolutional neural network for nuisance signal removal in 1H MR spectroscopic imaging","2025","Magnetic Resonance in Medicine","93","4","","1430","1442","12","1","10.1002/mrm.30402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213497364&doi=10.1002%2fmrm.30402&partnerID=40&md5=c8ec2aafb9f9d443cf4e7a8291f48f63","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85213497364"
"Pavithra S.; Yamuna G.; Arunkumar R.","Pavithra, S. (59209571900); Yamuna, G. (24315180300); Arunkumar, R. (57189621443)","59209571900; 24315180300; 57189621443","Deep Learning Method for Classifying Thyroid Nodules Using Ultrasound Images","2022","1st IEEE International Conference on Smart Technologies and Systems for Next Generation Computing, ICSTSN 2022","","","","","","","4","10.1109/ICSTSN53084.2022.9761364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130011274&doi=10.1109%2fICSTSN53084.2022.9761364&partnerID=40&md5=3bfc09d954875084c6083b1c141d75cb","Conference paper","Final","","Scopus","2-s2.0-85130011274"
"Sarıateş M.; Özbay E.","Sarıateş, Murat (59506592100); Özbay, Erdal (57200273253)","59506592100; 57200273253","A Classifier Model Using Fine-Tuned Convolutional Neural Network and Transfer Learning Approaches for Prostate Cancer Detection","2025","Applied Sciences (Switzerland)","15","1","225","","","","0","10.3390/app15010225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214528531&doi=10.3390%2fapp15010225&partnerID=40&md5=8a93fc5aa40a5910b9a3a5c20f2965eb","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85214528531"
"Huang J.; Lin Z.; Chen Y.; Zhang X.; Zhao W.; Zhang J.; Li Y.; He X.; Zhan M.; Lu L.; Jiang X.; Peng Y.","Huang, Jianping (57217169003); Lin, Zefang (57224564721); Chen, Yingyin (57257790100); Zhang, Xiao (57225103061); Zhao, Wei (57217567039); Zhang, Jie (57834162000); Li, Yong (59071343800); He, Xu (56197478500); Zhan, Meixiao (55606876300); Lu, Ligong (16309942400); Jiang, Xiaofei (57224583140); Peng, Yongjun (57221618176)","57217169003; 57224564721; 57257790100; 57225103061; 57217567039; 57834162000; 59071343800; 56197478500; 55606876300; 16309942400; 57224583140; 57221618176","DBFU-Net: Double branch fusion U- Net with hard example weighting train strategy to segment retinal vessel","2022","PeerJ Computer Science","8","","e871","","","","10","10.7717/PEERJ-CS.871","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125868787&doi=10.7717%2fPEERJ-CS.871&partnerID=40&md5=33ef57f1981e06a237e74c705989ecbe","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85125868787"
"Ghaderizadeh S.; Abbasi-Moghadam D.; Sharifi A.; Zhao N.; Tariq A.","Ghaderizadeh, Saeed (56413088700); Abbasi-Moghadam, Dariush (27367449500); Sharifi, Alireza (57197385960); Zhao, Na (56432023200); Tariq, Aqil (57212555041)","56413088700; 27367449500; 57197385960; 56432023200; 57212555041","Hyperspectral Image Classification Using a Hybrid 3D-2D Convolutional Neural Networks","2021","IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing","14","","9495233","7570","7588","18","146","10.1109/JSTARS.2021.3099118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112643098&doi=10.1109%2fJSTARS.2021.3099118&partnerID=40&md5=056adf3b194f85b61be66f1be530bd9e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85112643098"
"Ni J.; Gao J.; Li J.; Yang H.; Hao Z.; Han Z.","Ni, Jiangong (57210185503); Gao, Jiyue (57212122064); Li, Juan (56152308300); Yang, Haoyan (57226330119); Hao, Zheng (57269058500); Han, Zhongzhi (35147807200)","57210185503; 57212122064; 56152308300; 57226330119; 57269058500; 35147807200","E-AlexNet: quality evaluation of strawberry based on machine learning","2021","Journal of Food Measurement and Characterization","15","5","","4530","4541","11","22","10.1007/s11694-021-01010-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115453181&doi=10.1007%2fs11694-021-01010-9&partnerID=40&md5=c689822e01ab7f7148805e7d7ccaa914","Article","Final","","Scopus","2-s2.0-85115453181"
"Vijetha K.J.; Sathya Priya S.S.","Vijetha, Kamal J. (59489195000); Sathya Priya, Sridevi S. (7003424040)","59489195000; 7003424040","A Comparative Analysis of CNN Architectures and Regularization Techniques for Breast Cancer Classification in Mammograms","2024","Ingenierie des Systemes d'Information","29","6","","2433","2441","8","0","10.18280/isi.290630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213254598&doi=10.18280%2fisi.290630&partnerID=40&md5=82c6ffeb3f0ff7bd043337d89406af8e","Article","Final","","Scopus","2-s2.0-85213254598"
"Pavikars M.M.; Jansi R.","Pavikars, M.M. (58938353900); Jansi, R. (57201913625)","58938353900; 57201913625","A Deep Learning Approach for Air Pollution Classification Using InceptionV3 with Transfer Learning","2025","Aerosol Science and Engineering","","","","","","","0","10.1007/s41810-025-00285-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217549123&doi=10.1007%2fs41810-025-00285-5&partnerID=40&md5=5b288b7038ef9734af9f594d1f5b263d","Article","Article in press","","Scopus","2-s2.0-85217549123"
"de Oliveira J.P.; Costa M.G.F.; Costa Filho C.F.F.","de Oliveira, Joel P. (57222475915); Costa, Marly G.F. (55252953100); Costa Filho, Cícero F.F. (6506784770)","57222475915; 55252953100; 6506784770","Semantic segmentation of land use types in the Amazon using deep learning; [Segmentação Semântica de Tipos de Uso de Solo na Amazônia Utilizando Aprendizado Profundo]","2020","Proceedings of the Brazilian Symposium on GeoInformatics","","","","198","203","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129297931&partnerID=40&md5=566f63f357d3da22083e5bd5106d7fa0","Conference paper","Final","","Scopus","2-s2.0-85129297931"
"Zhao C.; Vij A.; Malhotra S.; Tang J.; Tang H.; Pienta D.; Xu Z.; Zhou W.","Zhao, Chen (57219751103); Vij, Aviral (56715361900); Malhotra, Saurabh (23497759700); Tang, Jinshan (7404638208); Tang, Haipeng (57194548656); Pienta, Drew (57226294457); Xu, Zhihui (57216122516); Zhou, Weihua (55308209500)","57219751103; 56715361900; 23497759700; 7404638208; 57194548656; 57226294457; 57216122516; 55308209500","Automatic extraction and stenosis evaluation of coronary arteries in invasive coronary angiograms","2021","Computers in Biology and Medicine","136","","104667","","","","62","10.1016/j.compbiomed.2021.104667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111003150&doi=10.1016%2fj.compbiomed.2021.104667&partnerID=40&md5=00f73e120480a52a80d02436355613b3","Article","Final","","Scopus","2-s2.0-85111003150"
"Buriya S.; Sharma N.","Buriya, Sushil (58886540700); Sharma, Neelam (35146616100)","58886540700; 35146616100","Malware Detection Using 1d Convolution with Batch Normalization and L2 Regularization for Android","2023","2023 International Conference on System, Computation, Automation and Networking, ICSCAN 2023","","","","","","","0","10.1109/ICSCAN58655.2023.10395472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184990503&doi=10.1109%2fICSCAN58655.2023.10395472&partnerID=40&md5=8b1b152c76297e314e34c73d18e7e6ad","Conference paper","Final","","Scopus","2-s2.0-85184990503"
"De Oliveira J.P.; Costa M.G.F.; Costa Filho C.F.F.","De Oliveira, Joel Parente (57222475915); Costa, Marly Guimarães Fernandes (55252953100); Costa Filho, Cícero Ferreira Fernandes (6506784770)","57222475915; 55252953100; 6506784770","Methodology of data fusion using deep learning for semantic segmentation of land types in the amazon","2020","IEEE Access","8","","","187864","187875","11","9","10.1109/ACCESS.2020.3031533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102839559&doi=10.1109%2fACCESS.2020.3031533&partnerID=40&md5=980d9343ed37eff4b3938711b96aae73","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85102839559"
